,norm_form,True label,Predicted,Norm morph features,Transformed morph features
2,_непарламентарный#,непарламентарные,непарламентарые,"ADJF masc,sing,nomn","ADJF inan,plur,accs"
3,_эрстед#,эрстед,эрсте,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent,Coun"
4,_штангенциркуль#,штангенциркули,штангенциркили,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
5,_тыкаемый#,тыкаемыми,тычаемыми,"PRTF,impf,tran,pres,pssv masc,sing,nomn","PRTF,impf,tran,pres,pssv plur,ablt"
6,_истёр#,изотрёт,изоррёт,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
7,_кузнецкмебель#,кузнецкмебели,кузнецкеебели,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,gent"
0,_аскарбиевна#,аскарбьевне,аскарбиевне,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,loct"
1,_вжился#,вживитесь,вожьтись,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
2,_среднее#,средним,среднем,"NOUN,inan,neut sing,nomn","NOUN,inan,neut sing,ablt"
3,_знаменный#,знамённые,знаменные,"ADJF,Qual masc,sing,nomn","ADJF,Qual inan,plur,accs"
4,_веселёхонек#,веселёхоньки,веселёхонни,"ADJS masc,sing",ADJS plur
5,_северокузбассуголь#,северокузбассугле,северккузбассугле,"NOUN,inan,masc,Sgtm,Orgn sing,nomn","NOUN,inan,masc,Sgtm,Orgn sing,loct"
6,_серовато-зелёный#,серовато-зелёное,серовато-зелёные,"ADJF masc,sing,nomn","ADJF neut,sing,accs"
7,_конфузя#,конфузивши,конфозивши,"GRND,impf,tran pres","GRND,impf,tran past,V-sh"
8,_новороссийскгоргаз#,новороссийскгоргазам,новороссийскооргазам,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,datv"
9,_метущийся#,метущегося,мечущегося,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv neut,sing,gent"
10,_зыблюсь#,зыблетесь,зыбетесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
11,_градшток#,градштоку,градштку,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,datv"
12,_фабрикантша#,фабрикантш,фабрикантшей,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,gent"
0,_9-й#,9-ой,5-ой,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum femn,sing,datv"
1,_нейроциркулярный#,нейроциркулярные,нейроциркулярые,"ADJF masc,sing,nomn","ADJF plur,nomn"
2,_паяц#,паяце,пайце,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,loct"
3,_льнопрядильня#,льнопрядильням,льнопрядильямим,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,datv"
4,_седок#,седоков,седков,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,gent"
5,_дифенилоксидтетракарбоновый#,дифенилоксидтетракарбоновая,дифенилоксидтетракарбоновакая,"ADJF masc,sing,nomn","ADJF femn,sing,nomn"
6,_заглянцевел#,заглянцевеют,заглянцуют,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
7,_градшток#,градштоками,градштками,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,ablt"
8,_небезынициативный#,небезынициативною,небезынициатиною,"ADJF masc,sing,nomn","ADJF femn,sing,ablt,V-oy"
0,_ближусь#,близишься,блидишься,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc"
1,_тюлень#,тюлени,тюляни,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,nomn"
2,_застигнувший#,застигнувшие,застигнувши,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv inan,plur,accs,Infr"
3,_разогрелся#,разогрейся,разгорейся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
4,_подъемно-опускной#,подъемно-опускная,подъемно-опуская,"ADJF masc,sing,nomn","ADJF femn,sing,nomn"
5,_засвербел#,засвербите,засвербеете,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
6,_северокузбассуголь#,северокузбассуглю,северокузбассуголю,"NOUN,inan,masc,Sgtm,Orgn sing,nomn","NOUN,inan,masc,Sgtm,Orgn sing,datv"
7,_окрасился#,окрасьтесь,окраситесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
8,_задолжал#,задолжаете,задолжите,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
0,_афандиевич#,афандиевиче,афандьевиче,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr sing,loct"
1,_тополь#,тополя,тополи,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
2,_недоцивилизовался#,недоцивилизуетесь,недоцивиливуетесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
3,_отснял#,отснимешь,отснинешь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
4,_агнец#,агнца,агнеца,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,accs"
5,_понабрехал#,понабрешет,понабрехет,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
0,_христос#,христом,христосом,"NOUN,anim,masc,Sgtm sing,nomn","NOUN,anim,masc,Sgtm sing,ablt"
1,_внешпромтехобмен#,внешпромтехобмены,внешпромтехобемны,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,nomn"
2,_планерный#,планёрному,планерному,"ADJF,Qual masc,sing,nomn","ADJF,Qual neut,sing,datv,Infr"
3,_забрызгал#,забрызжи,забрызгай,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
4,_коля#,колов,колив,"GRND,impf,tran pres","GRND,impf,tran past"
0,_вковал#,вкуёмте,вковёмте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
1,_кукарекнул#,кукарекнет,кукарекнёт,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
2,_мвт#,мвт,ввт,"NOUN,inan,masc,Fixd,Abbr sing,nomn","NOUN,inan,masc,Fixd,Abbr sing,gent"
3,_таранчу#,тарантит,таранчит,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,3per,pres,indc"
4,_авиаопрыскивание#,авиаопрыскиванье,авиаопрыскивиью,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,loct,V-be"
5,_ломоть#,ломте,ломоте,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,loct"
6,_магнитотормозной#,магнитотормозными,магнитотормозноми,"ADJF masc,sing,nomn","ADJF plur,ablt"
7,_свежеотформатированный#,свежеотформатированного,свежеотформотировнного,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv neut,sing,gent"
8,_протрепался#,протрепимся,протреплемся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc,Infr"
9,_гусёк#,гуськи,гускки,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,nomn"
0,_угорь#,угрей,угор,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,accs"
1,_сохранился#,сохранитесь,сохраньтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
2,_турлыкавший#,турлыкавшую,турлычавшую,"PRTF,impf,intr,past,actv masc,sing,nomn","PRTF,impf,intr,past,actv femn,sing,accs"
3,_постигнувший#,постигшей,постигнувшей,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv femn,sing,ablt"
4,_задразнённый#,задразненного,задразнённого,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv masc,sing,gent,Infr"
5,_скрал#,скрадёт,скррёт,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
6,_тагилец#,тагильца,тагилца,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,accs"
7,_чёркаемый#,черкаемые,чёркаемые,"PRTF,impf,tran,pres,pssv masc,sing,nomn,Infr","PRTF,impf,tran,pres,pssv plur,nomn"
8,_проторил#,проторите,проторьте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
9,_кобиевна#,кобиевны,кобьевны,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,gent"
0,_зуб#,зубья,зубы,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
1,_сухая#,сухой,сухай,"NOUN,anim,femn,Sgtm,Surn sing,nomn","NOUN,anim,femn,Sgtm,Surn sing,loct"
2,_плавки#,плавок,плавков,"NOUN,inan,GNdr,Pltm plur,nomn","NOUN,inan,GNdr,Pltm plur,gent"
3,_осмысленный#,осмысленную,осмысленною,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx femn,sing,accs"
4,_нагружённый#,нагруженных,нагружённых,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv anim,plur,accs"
5,_багрянённый#,багряненного,багрянённого,"PRTF,impf,tran,past,pssv masc,sing,nomn,Infr","PRTF,impf,tran,past,pssv masc,sing,gent"
6,_своровал#,своруй,сворой,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
7,_спрофилированный#,спрофилированном,спрофилировом,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv neut,sing,loct"
0,_экспериментально-исследовательский#,экспериментально-исследовательское,экспериментально-исследовтетеследоватеть,"ADJF masc,sing,nomn","ADJF neut,sing,nomn"
1,_подмылил#,подмыльте,подмольте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
2,_гэс#,гэс,ээс,"NOUN,inan,femn,Fixd,Orgn,Abbr sing,nomn","NOUN,inan,femn,Fixd,Orgn,Abbr sing,loct"
3,_открахмаливаюсь#,открахмаливайся,откраммаливайся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,impr,excl"
4,_электротеплосеть#,электротеплосети,электротеплосеть,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,gent"
5,_угрёнок#,угрята,угрёна,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,nomn"
6,_дифенилоксидтетракарбоновый#,дифенилоксидтетракарбоновую,дифенилоксидтетракурбонноюу,"ADJF masc,sing,nomn","ADJF femn,sing,accs"
7,_консультантплюс#,консультантплюсы,консультантплисы,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,nomn"
8,_пчела#,пчёлами,пчелами,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,ablt"
9,_застигнувший#,застигшего,застигнувшего,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv neut,sing,gent"
10,_провозглашение#,провозглашенья,провозглгашеньнь,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,accs,V-be"
11,_таюсь#,таятся,таются,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,3per,pres,indc"
12,_противопараллаксный#,противопараллаксного,противопараллакнсого,"ADJF masc,sing,nomn","ADJF masc,sing,gent"
0,_опочил#,опочиете,опочите,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
1,_токарня#,токарен,токарней,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,gent"
2,_закружённый#,закружённое,закруженное,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv neut,sing,accs,Infr"
3,_карачаево-черкесский#,карачаево-черкесскими,карачаево-черемескими,"ADJF masc,sing,nomn","ADJF plur,ablt"
4,_манифестированный#,манифестированным,манифестировнныым,"PRTF,impf,tran,past,pssv masc,sing,nomn","PRTF,impf,tran,past,pssv neut,sing,ablt"
5,_божий#,божьем,божем,"ADJF masc,sing,nomn","ADJF masc,sing,loct"
6,_аклиевна#,аклиевне,акльевне,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,datv"
7,_заслыша#,заслышав,заслыши,"GRND,perf,tran past,Fimp","GRND,perf,tran past"
0,_обобрался#,оберитесь,обберитесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
1,_алфиевич#,алфьевичи,алфиевичи,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,nomn"
2,_желть#,желти,желии,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,nomn"
3,_устлался#,устелитесь,устельтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
4,_брахиморфен#,брахиморфно,брахионрфно,"ADJS masc,sing","ADJS neut,sing"
5,_метущий#,метущим,мечущим,"PRTF,impf,tran,pres,actv masc,sing,nomn","PRTF,impf,tran,pres,actv masc,sing,ablt"
6,_саженка#,сажёнкою,саженкою,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,ablt,V-oy,Infr"
7,_загубил#,загуби,загубь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
8,_18-й#,18-ое,11-о,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,nomn"
9,_постичь#,постигнуть,постичь,"INFN,perf,tran","INFN,perf,tran Infr"
10,_поприжал#,поприжмёмте,поприжаемте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
0,_герргий#,герргия,герггия,"NOUN,anim,masc,Name sing,nomn","NOUN,anim,masc,Name sing,accs"
1,_предназначенный#,предназначенные,предназначечное,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx inan,plur,accs"
2,_стегно#,стёгнах,стегнах,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,loct"
3,_угомонённый#,угомонённым,угомоненным,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv masc,sing,ablt"
4,_сочтён#,сочтена,сочеена,"PRTS,perf,past,pssv masc,sing","PRTS,perf,past,pssv femn,sing"
5,_гоможусь#,гомозится,гомодится,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,3per,pres,indc"
