,norm_form,True label,Predicted,Norm morph features,Transformed morph features
2,_жарен#,_жарено,_жарно,"ADJS masc,sing","ADJS neut,sing"
0,_пороптал#,_поропщет,_поропчет,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
1,_зевалось#,_зевается,_зеваося,"VERB,impf,intr,Impe neut,sing,past,indc","VERB,impf,intr,Impe sing,pres,indc"
2,_легкогорючее#,_легкогорючего,_легкогорючем,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,gent"
0,_слепнувший#,_слепшего,_слепнувшего,"PRTF,impf,intr,past,actv masc,sing,nomn","PRTF,impf,intr,past,actv anim,masc,sing,accs,Infr"
1,_эгедиевич#,_эгедьевиче,_эгедиевиче,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr sing,loct"
2,_петер#,_петера,_петра,"NOUN,anim,masc,Name sing,nomn","NOUN,anim,masc,Name sing,accs"
3,_выгулен#,_выгульна,_выгуленна,"ADJS,Qual masc,sing","ADJS,Qual femn,sing"
4,_мерю#,_меряешь,_мерешь,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,2per,pres,indc,Infr"
5,_перезаряжённый#,_перезаряженного,_перезаряжённого,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv anim,masc,sing,accs"
6,_язь#,_язём,_язем,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
7,_ганец#,_ганцев,_ганцов,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,accs"
8,_инвестиционно-учредительский#,_инвестиционно-учредительского,_инвестиционно-учрудетительского,"ADJF masc,sing,nomn","ADJF neut,sing,gent"
0,_махающий#,_махающей,_машающей,"PRTF,impf,intr,pres,actv masc,sing,nomn,Infr","PRTF,impf,intr,pres,actv femn,sing,ablt,Infr"
1,_крахмален#,_крахмально,_крахмаленно,"ADJS masc,sing","ADJS neut,sing"
2,_выдрал#,_выдерите,_выдрайте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
3,_краснодарберегзащита#,_краснодарберегзащиты,_краснодарберегазиты,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,gent"
4,_шабаша#,_шабашив,_шабашав,"GRND,impf,intr pres","GRND,impf,intr past"
0,_багрянённый#,_багряненной,_багрянённой,"PRTF,impf,tran,past,pssv masc,sing,nomn,Infr","PRTF,impf,tran,past,pssv femn,sing,datv"
1,_анзориевна#,_анзорьевны,_анзориевны,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,gent"
2,_пример#,_примрёте,_примерте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
3,_крушусь#,_крушись,_крусись,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,impr,excl"
4,_10-й#,_10-м,_17-ом,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,loct"
5,_гот#,_готах,_гатах,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,loct"
6,_жена#,_жёнами,_женами,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,ablt"
0,_кошённый#,_кошенное,_кошённое,"PRTF,impf,tran,past,pssv masc,sing,nomn,Infr","PRTF,impf,tran,past,pssv neut,sing,nomn"
1,_метусь#,_метём,_метёмся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,1per,pres,indc"
2,_перекрестно-стержневый#,_перекрестно-стержневым,_перекрестно-стержевным,"ADJF masc,sing,nomn","ADJF neut,sing,ablt"
3,_вялен#,_вялено,_вяльно,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
4,_перепродал#,_перепродаст,_перепродадит,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
5,_евстахиевич#,_евстахьевичей,_евстахиевичей,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,accs"
0,_первое#,_первым,_первоем,"NOUN,inan,neut sing,nomn","NOUN,inan,neut sing,ablt"
1,_божий#,_божиих,_божих,"ADJF masc,sing,nomn","ADJF anim,plur,accs,Litr"
2,_манхеттен#,_манхеттенами,_манхеттнами,"NOUN,inan,masc,Geox sing,nomn,Infr","NOUN,inan,masc,Geox plur,ablt,Infr"
3,_вкосился#,_вкошусь,_вкосяюсь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
4,_1-й#,_1-ое,_ф-е,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,nomn"
5,_сякой#,_сяким,_сяком,"ADJF,Apro masc,sing,nomn","ADJF,Apro neut,sing,ablt"
0,_30-й#,_30-ый,_ми-й,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum masc,sing,nomn"
1,_сажень#,_сажени,_сажне,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,datv"
2,_маркер#,_маркёр,_маркер,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,nomn"
3,_придаюсь#,_придавалось,_придалось,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr neut,sing,past,indc"
4,_поверхностно-упрочненный#,_поверхностно-упрочненное,_поверхностно-упроченное,"ADJF masc,sing,nomn","ADJF neut,sing,nomn"
0,_радиотермолюминесценция#,_радиотермолюминесценциях,_радиотермолюминесцнецниях,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,loct"
1,_государственно-муниципальный#,_государственно-муниципальных,_государственно-муницицительных,"ADJF masc,sing,nomn","ADJF plur,gent"
2,_пасьянсен#,_пасьянсно,_пасьянсенно,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
0,_хлопоты#,_хлопот,_хлопотов,"NOUN,inan,GNdr,Pltm plur,nomn","NOUN,inan,GNdr,Pltm plur,gent"
1,_поезд#,_поезда,_поезды,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
2,_гробанул#,_гробанете,_гробанёте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
3,_чей-нибудь#,_чья-нибудь,_чьюн-ибуда,"ADJF,Apro masc,sing,nomn","ADJF,Apro femn,sing,nomn"
0,_грызя#,_грызши,_грызивши,"GRND,impf,tran pres","GRND,impf,tran past,V-sh"
1,_дятел#,_дятла,_дятела,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,gent"
0,_волговятмашэлектроснабсбыт#,_волговятмашэлектроснабсбыте,_волговятмашэлектронсабнте,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,loct"
1,_месячные#,_месячных,_месячней,"NOUN,inan,GNdr,Pltm plur,nomn","NOUN,inan,GNdr,Pltm plur,gent"
2,_захолонул#,_захолонёмте,_захолонемте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
3,_вытерся#,_вытретесь,_вытрретесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
4,_расту#,_росли,_растили,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
5,_ноябрьскнефтегазгеофизика#,_ноябрьскнефтегазгеофизике,_ноябрьскнефтегазгефизике,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,loct"
6,_выклеймил#,_выклеймимте,_выклемимте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
7,_закишел#,_закишишь,_закишеешь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,2per,futr,indc"
0,_плачу#,_плакал,_платил,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr masc,sing,past,indc"
1,_колыхаем#,_колышема,_колышаема,"PRTS,impf,pres,pssv masc,sing,Infr","PRTS,impf,pres,pssv femn,sing"
2,_абдул-ганиевна#,_абдул-ганиевнам,_абдул-ганьевнам,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,datv"
3,_автотермоионно-эмиссионный#,_автотермоионно-эмиссионного,_автотермоионно-эмиссисного,"ADJF masc,sing,nomn","ADJF anim,masc,sing,accs"
4,_аскарбиевич#,_аскарбьевичах,_аскарбиевичах,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,loct"
5,_любовь#,_любови,_любви,"NOUN,anim,femn,Name sing,nomn","NOUN,anim,femn,Name plur,nomn"
6,_завихрен#,_завихрено,_завихренно,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
0,_филиппины#,_филиппинами,_филиппиными,"NOUN,inan,GNdr,Pltm,Geox plur,nomn","NOUN,inan,GNdr,Pltm,Geox plur,ablt"
1,_никотинамидадениндинуклеотид#,_никотинамидадениндинуклеотидах,_никотинамидаденинидунидадида,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
2,_юриевич#,_юриевича,_юрьевича,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr sing,accs"
3,_подвыпил#,_подвыпьют,_подвыпят,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
4,_раззуделся#,_раззудитесь,_раззудеетесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
0,_виллиевна#,_вилльевне,_виллиевне,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,datv"
1,_компенсаторно-приспособительный#,_компенсаторно-приспособительных,_компенсаторно-приспосопстельных,"ADJF masc,sing,nomn","ADJF anim,plur,accs"
0,_леший#,_лешего,_лешия,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,gent"
1,_какой-нибудь#,_какого-нибудь,_какой-нибудь,"ADJF,Apro masc,sing,nomn","ADJF,Apro masc,sing,gent"
2,_перекрестно-стержневый#,_перекрестно-стержневым,_перекрестно-стержевным,"ADJF masc,sing,nomn","ADJF masc,sing,ablt"
3,_абдул-ганиевич#,_абдул-ганиевичами,_абдул-ганьевичами,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,ablt"
4,_корпускулярно-волновой#,_корпускулярно-волновых,_корпускулярно-волнивох,"ADJF masc,sing,nomn","ADJF plur,loct"
5,_свожусь#,_свозитесь,_сводитесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
0,_брянскгорстройзаказчик#,_брянскгорстройзаказчиков,_брянскгорстройзакзаччиков,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,gent"
1,_двигательно-функциональный#,_двигательно-функциональной,_двигательно-функцоанльной,"ADJF masc,sing,nomn","ADJF femn,sing,datv"
2,_государственно-муниципальный#,_государственно-муниципальные,_государственно-муницицительные,"ADJF masc,sing,nomn","ADJF plur,nomn"
3,_мерюсь#,_меряетесь,_меретесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc,Infr"
4,_никой#,_никоего,_никого,"ADJF,Apro masc,sing,nomn","ADJF,Apro anim,masc,sing,accs"
5,_корпускулярно-волновой#,_корпускулярно-волновых,_корпускулярно-волнивох,"ADJF masc,sing,nomn","ADJF plur,gent"
0,_кладу#,_кладут,_кладят,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,3per,pres,indc"
1,_счастие#,_счастья,_счастия,"NOUN,inan,neut sing,nomn,V-ie","NOUN,inan,neut plur,nomn"
2,_антиинтеллектуализм#,_антиинтеллектуализм,_антиинтеллектуализ,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,accs"
3,_скребусь#,_скрёбся,_скреблся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr masc,sing,past,indc"
4,_шамхор#,_шамхру,_шамхору,"NOUN,inan,masc,Sgtm,Geox sing,nomn","NOUN,inan,masc,Sgtm,Geox sing,datv"
0,_эль#,_элем,_элём,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
1,_обмяк#,_обмякнут,_обомкнут,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
2,_осетин-дигорец#,_осетине-дигорце,_осетин--дигорце,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,loct"
3,_провидя#,_провидевши,_провидивши,"GRND,impf,tran pres","GRND,impf,tran past,V-sh"
4,_поверхностно-упрочненный#,_поверхностно-упрочненный,_поверхностно-упроченный,"ADJF masc,sing,nomn","ADJF inan,masc,sing,accs"
5,_чёт#,_чётами,_четами,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,ablt"
6,_переутомлён#,_переутомлено,_переутомлно,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
0,_нерасположен#,_нерасположена,_нерасположенна,"ADJS masc,sing","ADJS femn,sing"
1,_томошусь#,_томошитесь,_томоситесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
0,_экспериментально-исследовательский#,_экспериментально-исследовательской,_экспериментально-исслесльслесьлесьлесьл,"ADJF masc,sing,nomn","ADJF femn,sing,datv"
1,_облокочённый#,_облокоченным,_облокочённым,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv plur,datv"
2,_взаимосвязан#,_взаимосвязанно,_взаимосвязанн,"ADJS,Qual masc,sing","ADJS,Qual neut,sing,Erro"
3,_стоялец#,_стояльца,_стоялца,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,gent"
4,_засечённый#,_засеченною,_засечённою,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv femn,sing,ablt,V-oy,Infr"
5,_тот-то#,_тому-то,_тот-то,"ADJF,Apro masc,sing,nomn","ADJF,Apro masc,sing,datv"
6,_обжа#,_обж,_обжей,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,gent,Infr"
7,_бедро#,_бёдра,_бедра,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,nomn"
0,_измерительно-разметочный#,_измерительно-разметочному,_измерительно-размечотному,"ADJF masc,sing,nomn","ADJF masc,sing,datv"
1,_знаменный#,_знамённой,_знаменной,"ADJF,Qual masc,sing,nomn","ADJF,Qual femn,sing,datv"
0,_автотермоионно-эмиссионный#,_автотермоионно-эмиссионный,_автотермоионно-эмиссисный,"ADJF masc,sing,nomn","ADJF inan,masc,sing,accs"
1,_наволочённый#,_наволочённое,_наволоченное,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv neut,sing,nomn"
2,_числюсь#,_числитесь,_чиситесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
0,_таращусь#,_таращьтесь,_тарастьтесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl,Infr"
